,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Cost
159303,504574,22559,SEASIDE FRISBEE ,48,2010-04-14 15:10:00,1.06,14016,EIRE,50.88
189546,507386,22528,GARDENERS KNEELING PAD,48,2010-05-09 12:06:00,1.06,14911,EIRE,50.88
73300,496008,85067,CREAM SWEETHEART WALL CABINET,3,2010-01-28 12:36:00,16.95,14911,EIRE,50.85
64147,495073,20751,FUNKY WASHING UP GLOVES ASSORTED,24,2010-01-21 08:47:00,2.1,14911,EIRE,50.4
76391,496334,21181,PLEASE ONE PERSON  METAL SIGN,24,2010-01-31 14:37:00,2.1,14911,EIRE,50.4
173161,505777,21903,MAN FLU METAL SIGN,24,2010-04-26 10:42:00,2.1,,EIRE,50.4
189552,507386,21903,MAN FLU METAL SIGN,24,2010-05-09 12:06:00,2.1,14911,EIRE,50.4
189568,507386,22212,FOUR HOOK  WHITE LOVEBIRDS,24,2010-05-09 12:06:00,2.1,14911,EIRE,50.4
190098,507396,20751,FUNKY WASHING UP GLOVES ASSORTED,24,2010-05-09 13:00:00,2.1,14911,EIRE,50.4
262980,514774,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2010-07-06 10:22:00,2.1,14911,EIRE,50.4
262984,514774,21903,MAN FLU METAL SIGN,24,2010-07-06 10:22:00,2.1,14911,EIRE,50.4
262985,514774,82582,AREA PATROLLED METAL SIGN,24,2010-07-06 10:22:00,2.1,14911,EIRE,50.4
264454,514962,22149,FELTCRAFT 6 FLOWER FRIENDS,24,2010-07-07 12:08:00,2.1,14156,EIRE,50.4
308739,519550,21181,PLEASE ONE PERSON METAL SIGN,24,2010-08-18 10:37:00,2.1,14911,EIRE,50.4
308741,519550,21907,I'M ON HOLIDAY METAL SIGN,24,2010-08-18 10:37:00,2.1,14911,EIRE,50.4
359329,524205,22212,FOUR HOOK  WHITE LOVEBIRDS,24,2010-09-28 10:24:00,2.1,14911,EIRE,50.4
359332,524205,21175,GIN + TONIC DIET METAL SIGN,24,2010-09-28 10:24:00,2.1,14911,EIRE,50.4
368581,525037,20617,FIRST CLASS PASSPORT COVER ,24,2010-10-03 12:40:00,2.1,14911,EIRE,50.4
368589,525037,21285,RETROSPOT CANDLE  MEDIUM,24,2010-10-03 12:40:00,2.1,14911,EIRE,50.4
416943,529203,22145,CHRISTMAS CRAFT HEART STOCKING ,24,2010-10-27 09:59:00,2.1,14911,EIRE,50.4
416964,529203,22632,HAND WARMER RED RETROSPOT,24,2010-10-27 09:59:00,2.1,14911,EIRE,50.4
436662,531123,21181,PLEASE ONE PERSON METAL SIGN,24,2010-11-05 13:03:00,2.1,14911,EIRE,50.4
437331,531231,22866,HAND WARMER SCOTTY DOG DESIGN,24,2010-11-05 17:24:00,2.1,,EIRE,50.4
437332,531231,22867,HAND WARMER BIRD DESIGN,24,2010-11-05 17:24:00,2.1,,EIRE,50.4
437345,531231,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,24,2010-11-05 17:24:00,2.1,,EIRE,50.4
453378,532432,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2010-11-12 10:28:00,2.1,14911,EIRE,50.4
453379,532432,21908,CHOCOLATE THIS WAY METAL SIGN,24,2010-11-12 10:28:00,2.1,14911,EIRE,50.4
453380,532432,21907,I'M ON HOLIDAY METAL SIGN,24,2010-11-12 10:28:00,2.1,14911,EIRE,50.4
453382,532432,21175,GIN + TONIC DIET METAL SIGN,24,2010-11-12 10:28:00,2.1,14911,EIRE,50.4
453384,532432,21181,PLEASE ONE PERSON METAL SIGN,24,2010-11-12 10:28:00,2.1,14911,EIRE,50.4
473460,533987,22632,HAND WARMER RED RETROSPOT,24,2010-11-19 13:54:00,2.1,14911,EIRE,50.4
491436,535391,22865,HAND WARMER OWL DESIGN,24,2010-11-26 10:14:00,2.1,14156,EIRE,50.4
491437,535391,22632,HAND WARMER RED RETROSPOT,24,2010-11-26 10:14:00,2.1,14156,EIRE,50.4
89924,497906,84990,60 GOLD AND SILVER FAIRY CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
89925,497906,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
89926,497906,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
89927,497906,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
89944,497906,84992,72 SWEETHEART FAIRY CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
89945,497906,84991,60 TEATIME FAIRY CAKE CASES,120,2010-02-14 13:26:00,0.42,14156,EIRE,50.4
417603,529315,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-10-27 13:29:00,0.42,14911,EIRE,50.4
130459,501810,21759,METAL WALL SHELF UNIT WITH HOOKS,1,2010-03-19 14:41:00,49.95,14911,EIRE,49.95
497339,535858,22833,HALL CABINET WITH 3 DRAWERS,1,2010-11-29 10:41:00,49.95,,EIRE,49.95
414294,528954,22606,WOODEN SKITTLES GARDEN SET,3,2010-10-26 08:11:00,15.95,14156,EIRE,47.85
27489,491702,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2009-12-13 13:53:00,7.95,,EIRE,47.7
48188,493877,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-01-07 19:34:00,7.95,14911,EIRE,47.7
79156,496594,21777,RECIPE BOX WITH METAL HEART,6,2010-02-02 15:36:00,7.95,,EIRE,47.7
138720,502673,22283,6 EGG HOUSE PAINTED WOOD,6,2010-03-26 09:46:00,7.95,14911,EIRE,47.7
156501,504313,22443,GROW YOUR OWN HERBS SET OF 3,6,2010-04-12 14:39:00,7.95,,EIRE,47.7
166506,505168,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-04-20 12:48:00,7.95,14156,EIRE,47.7
189914,507393,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-05-09 12:49:00,7.95,14911,EIRE,47.7
191374,507478,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-05-10 11:32:00,7.95,14911,EIRE,47.7
191379,507478,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,2010-05-10 11:32:00,7.95,14911,EIRE,47.7
205470,509198,21922,UNION STRIPE WITH FRINGE  HAMMOCK,6,2010-05-21 08:21:00,7.95,14156,EIRE,47.7
205477,509198,84795B,SUNSET CHECK HAMMOCK,6,2010-05-21 08:21:00,7.95,14156,EIRE,47.7
236843,512309,22443,GROW YOUR OWN HERBS SET OF 3,6,2010-06-14 16:43:00,7.95,14911,EIRE,47.7
249268,513498,84795A,PASTEL STRIPE HAMMOCK ,6,2010-06-25 10:22:00,7.95,14911,EIRE,47.7
285965,517232,22443,GROW YOUR OWN HERBS SET OF 3,6,2010-07-27 13:41:00,7.95,14911,EIRE,47.7
290249,517645,22283,6 EGG HOUSE PAINTED WOOD,6,2010-07-30 13:31:00,7.95,14911,EIRE,47.7
327561,521365,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,2010-09-05 10:44:00,7.95,14911,EIRE,47.7
367907,525013,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,2010-10-03 11:15:00,7.95,14911,EIRE,47.7
391241,527042,22687,DOORMAT CHRISTMAS VILLAGE,6,2010-10-14 12:31:00,7.95,14911,EIRE,47.7
417579,529315,22840,ROUND CAKE TIN VINTAGE RED,6,2010-10-27 13:29:00,7.95,14911,EIRE,47.7
417585,529315,21527,RED RETROSPOT TRADITIONAL TEAPOT ,6,2010-10-27 13:29:00,7.95,14911,EIRE,47.7
436658,531123,22692,DOORMAT WELCOME TO OUR HOME,6,2010-11-05 13:03:00,7.95,14911,EIRE,47.7
293243,517974,82483,WOOD 2 DRAWER CABINET WHITE FINISH,8,2010-08-03 13:55:00,5.95,14911,EIRE,47.6
396460,527393,21259,VICTORIAN SEWING BOX SMALL ,8,2010-10-17 13:30:00,5.95,,EIRE,47.6
515385,537378,21754,HOME BUILDING BLOCK WORD,8,2010-12-06 13:06:00,5.95,14911,EIRE,47.6
48140,493877,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-01-07 19:34:00,3.95,14911,EIRE,47.4
236850,512309,21658,GLASS  BEURRE DISH,12,2010-06-14 16:43:00,3.95,14911,EIRE,47.4
285961,517232,21658,GLASS  BEURRE DISH,12,2010-07-27 13:41:00,3.95,14911,EIRE,47.4
290245,517645,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-07-30 13:31:00,3.95,14911,EIRE,47.4
412309,528767,22189,CREAM HEART CARD HOLDER,12,2010-10-25 08:12:00,3.95,14911,EIRE,47.4
349681,523356,22426,ENAMEL WASH BOWL CREAM,16,2010-09-21 17:10:00,2.95,14911,EIRE,47.2
447899,532051,21333,CLASSIC WHITE FRAME,16,2010-11-10 14:16:00,2.95,14911,EIRE,47.2
205473,509198,84212,"ASSORTED FLOWER COLOUR ""LEIS""",72,2010-05-21 08:21:00,0.65,14156,EIRE,46.8
271069,515688,22492,MINI PAINT SET VINTAGE  BOY+ GIRL,72,2010-07-14 12:05:00,0.65,,EIRE,46.8
302855,518896,22492,MINI PAINT SET VINTAGE ,72,2010-08-12 13:38:00,0.65,14156,EIRE,46.8
406159,528307,22492,MINI PAINT SET VINTAGE ,72,2010-10-21 12:10:00,0.65,,EIRE,46.8
27484,491702,47591D,PINK FAIRY CAKE CHILD'S APRON,24,2009-12-13 13:53:00,1.95,,EIRE,46.8
39988,492753,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",24,2009-12-18 13:48:00,1.95,14156,EIRE,46.8
39989,492753,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,24,2009-12-18 13:48:00,1.95,14156,EIRE,46.8
66126,495304,84706A,ENGLISH ROSE TABLE CLOCK,24,2010-01-22 13:52:00,1.95,14156,EIRE,46.8
76398,496334,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",24,2010-01-31 14:37:00,1.95,14911,EIRE,46.8
78381,496510,22148,EASTER CRAFT 4 CHICKS ,24,2010-02-02 10:47:00,1.95,14016,EIRE,46.8
79170,496594,47503K,ASSORTED FLORAL SECATEURS,24,2010-02-02 15:36:00,1.95,,EIRE,46.8
94197,498249,20886,BOX OF 9 PEBBLE CANDLES,24,2010-02-17 14:39:00,1.95,14911,EIRE,46.8
109648,499919,84706D,CHERRY BLOSSOM TABLE CLOCK ,24,2010-03-03 12:20:00,1.95,14911,EIRE,46.8
173160,505777,21174,POTTERING IN THE SHED METAL SIGN,24,2010-04-26 10:42:00,1.95,,EIRE,46.8
187353,507210,22434,BALLOON PUMP WITH 10 BALLOONS,24,2010-05-06 17:22:00,1.95,14156,EIRE,46.8
189550,507386,21174,POTTERING IN THE SHED METAL SIGN,24,2010-05-09 12:06:00,1.95,14911,EIRE,46.8
233583,512004,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2010-06-11 15:58:00,1.95,14911,EIRE,46.8
236136,512280,21166,COOK WITH WINE METAL SIGN ,24,2010-06-14 14:03:00,1.95,14911,EIRE,46.8
274639,516119,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2010-07-16 14:41:00,1.95,14156,EIRE,46.8
310198,519614,21166,COOK WITH WINE METAL SIGN ,24,2010-08-19 08:47:00,1.95,14911,EIRE,46.8
348370,523308,22696,WICKER WREATH LARGE,24,2010-09-21 13:06:00,1.95,14156,EIRE,46.8
359331,524205,21166,COOK WITH WINE METAL SIGN ,24,2010-09-28 10:24:00,1.95,14911,EIRE,46.8
362766,524522,22629,SPACEBOY LUNCH BOX ,24,2010-09-29 13:14:00,1.95,14911,EIRE,46.8
368601,525037,22629,SPACEBOY LUNCH BOX ,24,2010-10-03 12:40:00,1.95,14911,EIRE,46.8
368602,525037,22630,DOLLY GIRL LUNCH BOX,24,2010-10-03 12:40:00,1.95,14911,EIRE,46.8
368656,525037,21146,ANTIQUE GLASS RIDGED HANGING BALL,24,2010-10-03 12:40:00,1.95,14911,EIRE,46.8
368657,525037,21143,ANTIQUE GLASS HEART DECORATION ,24,2010-10-03 12:40:00,1.95,14911,EIRE,46.8
368660,525037,21822,GLITTER CHRISTMAS TREE WITH BELLS,24,2010-10-03 12:40:00,1.95,14911,EIRE,46.8
391282,527042,22812,PACK 3 BOXES CHRISTMAS PANNETONE,24,2010-10-14 12:31:00,1.95,14911,EIRE,46.8
392390,527104,21822,GLITTER CHRISTMAS TREE WITH BELLS,24,2010-10-14 17:09:00,1.95,14911,EIRE,46.8
415584,529093,21491,SET OF THREE VINTAGE GIFT WRAPS,24,2010-10-26 13:39:00,1.95,14911,EIRE,46.8
453381,532432,21166,COOK WITH WINE METAL SIGN ,24,2010-11-12 10:28:00,1.95,14911,EIRE,46.8
159314,504574,47566,PARTY BUNTING,10,2010-04-14 15:10:00,4.65,14016,EIRE,46.5
220281,510775,47566,PARTY BUNTING,10,2010-06-03 14:44:00,4.65,14156,EIRE,46.5
464618,533290,47566,PARTY BUNTING,10,2010-11-16 15:46:00,4.65,14911,EIRE,46.5
42266,492943,21786,RAIN HAT WITH RED SPOTS,144,2009-12-21 13:04:00,0.32,14156,EIRE,46.08
84252,497217,21786,RAIN HAT WITH RED SPOTS,144,2010-02-07 14:27:00,0.32,14156,EIRE,46.08
109136,499878,21786,RAIN HAT WITH RED SPOTS,144,2010-03-03 09:59:00,0.32,14156,EIRE,46.08
237584,512411,21786,RAIN HAT WITH RED SPOTS,144,2010-06-15 13:19:00,0.32,14156,EIRE,46.08
463390,533120,21786,POLKADOT RAIN HAT ,144,2010-11-16 12:32:00,0.32,14156,EIRE,46.08
14500,490542,84619,BLUE GINGHAM ROSE QUILT ,1,2009-12-07 09:42:00,45.95,14911,EIRE,45.95
165323,505015,84472,PINK AND LILAC QUILTED THROW ,1,2010-04-19 13:30:00,45.95,14156,EIRE,45.95
236840,512309,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,18,2010-06-14 16:43:00,2.55,14911,EIRE,45.9
262981,514774,85150,LADIES & GENTLEMEN METAL SIGN,18,2010-07-06 10:22:00,2.55,14911,EIRE,45.9
391278,527042,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,18,2010-10-14 12:31:00,2.55,14911,EIRE,45.9
392380,527104,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,18,2010-10-14 17:09:00,2.55,14911,EIRE,45.9
416954,529203,22896,PEG BAG APPLES DESIGN,18,2010-10-27 09:59:00,2.55,14911,EIRE,45.9
416955,529203,21039,RED RETROSPOT SHOPPING BAG,18,2010-10-27 09:59:00,2.55,14911,EIRE,45.9
173147,505777,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,48,2010-04-26 10:42:00,0.95,,EIRE,45.6
39991,492753,22110,BIRD HOUSE HOT WATER BOTTLE,36,2009-12-18 13:48:00,1.25,14156,EIRE,45
40040,492757,21888,BINGO SET,12,2009-12-18 14:08:00,3.75,,EIRE,45
48147,493877,22349,"DOG BOWL , CHASING BALL DESIGN",12,2010-01-07 19:34:00,3.75,14911,EIRE,45
48179,493877,84509F,NEW ENGLAND PLACEMATS,12,2010-01-07 19:34:00,3.75,14911,EIRE,45
78385,496510,21438,TUB 24 HANGING EASTER EGGS SPOTTY,12,2010-02-02 10:47:00,3.75,14016,EIRE,45
79152,496594,21468,BUTTERFLY CROCHET FOOD COVER,12,2010-02-02 15:36:00,3.75,,EIRE,45
79153,496594,21469,POLKA DOT RAFFIA FOOD COVER,12,2010-02-02 15:36:00,3.75,,EIRE,45
91487,498021,85178,VICTORIAN SEWING KIT,36,2010-02-15 17:01:00,1.25,14911,EIRE,45
94235,498249,21437,24 HANGING EASTER EGGS FLORAL TUB,12,2010-02-17 14:39:00,3.75,14911,EIRE,45
97896,498569,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-02-21 12:50:00,3.75,14911,EIRE,45
124079,501201,85049A,TRADITIONAL CHRISTMAS RIBBONS,36,2010-03-15 12:14:00,1.25,14911,EIRE,45
138722,502673,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-03-26 09:46:00,3.75,14911,EIRE,45
138723,502673,21471,STRAWBERRY RAFFIA FOOD COVER,12,2010-03-26 09:46:00,3.75,14911,EIRE,45
138724,502673,21470,FLOWER VINE RAFFIA FOOD COVER,12,2010-03-26 09:46:00,3.75,14911,EIRE,45
163031,504913,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,2010-04-19 10:04:00,3.75,14911,EIRE,45
163032,504913,22568,FELTCRAFT CUSHION OWL,12,2010-04-19 10:04:00,3.75,14911,EIRE,45
163033,504913,22569,FELTCRAFT CUSHION BUTTERFLY,12,2010-04-19 10:04:00,3.75,14911,EIRE,45
170223,505522,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-04-22 15:58:00,3.75,14911,EIRE,45
182260,506707,22349,"DOG BOWL , CHASING BALL DESIGN",12,2010-05-02 14:49:00,3.75,14156,EIRE,45
189549,507386,21179,NO JUNK MAIL METAL SIGN,36,2010-05-09 12:06:00,1.25,14911,EIRE,45
257066,514218,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-07-01 08:57:00,3.75,14911,EIRE,45
257067,514218,21471,STRAWBERRY RAFFIA FOOD COVER,12,2010-07-01 08:57:00,3.75,14911,EIRE,45
270798,515619,22071,SMALL WHITE RETROSPOT MUG IN BOX ,12,2010-07-14 09:22:00,3.75,14911,EIRE,45
270799,515619,22070,SMALL RED RETROSPOT MUG IN BOX ,12,2010-07-14 09:22:00,3.75,14911,EIRE,45
293205,517974,85096,HILDA CANDY SPOT RABBIT,12,2010-08-03 13:55:00,3.75,14911,EIRE,45
306312,519249,22568,FELTCRAFT CUSHION OWL,12,2010-08-15 15:01:00,3.75,,EIRE,45
306317,519249,21465,PINK FLOWER CROCHET FOOD COVER,12,2010-08-15 15:01:00,3.75,,EIRE,45
311129,519698,22568,FELTCRAFT CUSHION OWL,12,2010-08-19 14:22:00,3.75,14911,EIRE,45
311130,519698,22569,FELTCRAFT CUSHION BUTTERFLY,12,2010-08-19 14:22:00,3.75,14911,EIRE,45
311131,519698,22570,FELTCRAFT CUSHION RABBIT,12,2010-08-19 14:22:00,3.75,14911,EIRE,45
312677,519829,21471,STRAWBERRY RAFFIA FOOD COVER,12,2010-08-20 14:53:00,3.75,14911,EIRE,45
312678,519829,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-08-20 14:53:00,3.75,14911,EIRE,45
329682,521549,21469,POLKA DOT RAFFIA FOOD COVER,12,2010-09-06 15:55:00,3.75,14156,EIRE,45
353176,523719,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,12,2010-09-23 16:09:00,3.75,,EIRE,45
353177,523719,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,12,2010-09-23 16:09:00,3.75,,EIRE,45
367889,525013,21808,"CHRISTMAS GARLAND STARS,TREES",12,2010-10-03 11:15:00,3.75,14911,EIRE,45
367911,525013,21821,GLITTER STAR GARLAND WITH BELLS ,12,2010-10-03 11:15:00,3.75,14911,EIRE,45
367912,525013,21820,GLITTER HEART GARLAND WITH BELLS ,12,2010-10-03 11:15:00,3.75,14911,EIRE,45
368572,525037,21912,VINTAGE SNAKES & LADDERS,12,2010-10-03 12:40:00,3.75,14911,EIRE,45
368653,525037,21808,"CHRISTMAS GARLAND STARS,TREES",12,2010-10-03 12:40:00,3.75,14911,EIRE,45
401816,527910,21467,CHERRY CROCHET FOOD COVER,12,2010-10-19 12:50:00,3.75,14156,EIRE,45
401817,527910,21466,RED FLOWER CROCHET FOOD COVER,12,2010-10-19 12:50:00,3.75,14156,EIRE,45
401818,527910,21470,FLOWER VINE RAFFIA FOOD COVER,12,2010-10-19 12:50:00,3.75,14156,EIRE,45
401819,527910,21471,STRAWBERRY RAFFIA FOOD COVER,12,2010-10-19 12:50:00,3.75,14156,EIRE,45
405943,528271,21791,VINTAGE HEADS AND TAILS CARD GAME ,36,2010-10-21 11:55:00,1.25,,EIRE,45
405960,528271,22550,HOLIDAY FUN LUDO,12,2010-10-21 11:55:00,3.75,,EIRE,45
406136,528307,22508,DOORSTOP RETROSPOT HEART,12,2010-10-21 12:10:00,3.75,,EIRE,45
412318,528767,22569,FELTCRAFT CUSHION BUTTERFLY,12,2010-10-25 08:12:00,3.75,14911,EIRE,45
412319,528767,22570,FELTCRAFT CUSHION RABBIT,12,2010-10-25 08:12:00,3.75,14911,EIRE,45
414300,528954,21888,BINGO SET,12,2010-10-26 08:11:00,3.75,14156,EIRE,45
416977,529203,22620,4 TRADITIONAL SPINNING TOPS,36,2010-10-27 09:59:00,1.25,14911,EIRE,45
416978,529203,21791,VINTAGE HEADS AND TAILS CARD GAME ,36,2010-10-27 09:59:00,1.25,14911,EIRE,45
416979,529203,21892,TRADITIONAL WOODEN CATCH CUP GAME ,36,2010-10-27 09:59:00,1.25,14911,EIRE,45
429976,530426,21470,FLOWER VINE RAFFIA FOOD COVER,12,2010-11-03 10:20:00,3.75,14911,EIRE,45
447909,532051,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,12,2010-11-10 14:16:00,3.75,14911,EIRE,45
447910,532051,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,12,2010-11-10 14:16:00,3.75,14911,EIRE,45
452737,532418,21486,PINK HEART DOTS HOT WATER BOTTLE,12,2010-11-12 09:10:00,3.75,14911,EIRE,45
454172,532566,21471,STRAWBERRY RAFFIA FOOD COVER,12,2010-11-12 13:18:00,3.75,14911,EIRE,45
491441,535391,21888,BINGO SET,12,2010-11-26 10:14:00,3.75,14156,EIRE,45
169775,505509,21524,DOOR MAT SPOTTY HOME SWEET HOME,6,2010-04-22 14:31:00,7.49,14156,EIRE,44.94
169776,505509,48187,DOOR MAT NEW ENGLAND,6,2010-04-22 14:31:00,7.49,14156,EIRE,44.94
169777,505509,48184,DOOR MAT ENGLISH ROSE ,6,2010-04-22 14:31:00,7.49,14156,EIRE,44.94
236215,512282,20685,DOOR MAT RED SPOT,6,2010-06-14 14:06:00,7.49,14911,EIRE,44.94
474994,534143,22770,MIRROR CORNICE,3,2010-11-21 12:21:00,14.95,14911,EIRE,44.85
64122,495073,21056,DOCTOR'S BAG SOFT TOY,5,2010-01-21 08:47:00,8.95,14911,EIRE,44.75
64123,495073,21054,NURSE'S BAG SOFT TOY,5,2010-01-21 08:47:00,8.95,14911,EIRE,44.75
14487,490542,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,9,2009-12-07 09:42:00,4.95,14911,EIRE,44.55
14488,490542,22138,BAKING SET 9 PIECE RETROSPOT ,9,2009-12-07 09:42:00,4.95,14911,EIRE,44.55
39992,492753,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2009-12-18 13:48:00,4.95,14156,EIRE,44.55
39993,492753,21485,RED SPOT HEART HOT WATER BOTTLE,9,2009-12-18 13:48:00,4.95,14156,EIRE,44.55
62012,494893,21485,RED SPOT HEART HOT WATER BOTTLE,9,2010-01-19 13:31:00,4.95,14156,EIRE,44.55
178436,506290,47505,MINATURE COLOURED GARDENING SET,9,2010-04-29 09:16:00,4.95,14911,EIRE,44.55
248075,513372,22138,BAKING SET 9 PIECE RETROSPOT ,9,2010-06-24 11:35:00,4.95,14911,EIRE,44.55
271100,515690,22138,BAKING SET 9 PIECE RETROSPOT ,9,2010-07-14 12:07:00,4.95,,EIRE,44.55
368582,525037,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,9,2010-10-03 12:40:00,4.95,14911,EIRE,44.55
401827,527910,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2010-10-19 12:50:00,4.95,14156,EIRE,44.55
405932,528271,22623,BOX OF VINTAGE JIGSAW BLOCKS ,9,2010-10-21 11:55:00,4.95,,EIRE,44.55
420117,529585,22222,CAKE PLATE LOVEBIRD WHITE,9,2010-10-28 19:37:00,4.95,14911,EIRE,44.55
509681,536975,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-12-03 14:04:00,4.95,14911,EIRE,44.55
15455,490687,21843,RETRO SPOT CAKE STAND,4,2009-12-07 13:49:00,10.95,14911,EIRE,43.8
40000,492753,21843,RETRO SPOT CAKE STAND,4,2009-12-18 13:48:00,10.95,14156,EIRE,43.8
79177,496594,21843,RETRO SPOT CAKE STAND,4,2010-02-02 15:36:00,10.95,,EIRE,43.8
112129,500123,21843,RETRO SPOT CAKE STAND,4,2010-03-04 14:24:00,10.95,14911,EIRE,43.8
132689,501930,21843,RETRO SPOT CAKE STAND,4,2010-03-22 11:21:00,10.95,14016,EIRE,43.8
156499,504313,22605,WOODEN CROQUET GARDEN SET,4,2010-04-12 14:39:00,10.95,,EIRE,43.8
171853,505707,21843,RED RETROSPOT CAKE STAND,4,2010-04-25 12:11:00,10.95,14156,EIRE,43.8
173129,505777,21843,RED RETROSPOT CAKE STAND,4,2010-04-26 10:42:00,10.95,,EIRE,43.8
189548,507386,22605,WOODEN CROQUET GARDEN SET,4,2010-05-09 12:06:00,10.95,14911,EIRE,43.8
190092,507396,21843,RED RETROSPOT CAKE STAND,4,2010-05-09 13:00:00,10.95,14911,EIRE,43.8
233526,511993,84306,S/3 PINK SQUARE PLANTERS ROSES,4,2010-06-11 15:22:00,10.95,14911,EIRE,43.8
233542,511993,21843,RED RETROSPOT CAKE STAND,4,2010-06-11 15:22:00,10.95,14911,EIRE,43.8
271127,515690,22605,WOODEN CROQUET GARDEN SET,4,2010-07-14 12:07:00,10.95,,EIRE,43.8
325005,521115,21843,RED RETROSPOT CAKE STAND,4,2010-09-02 11:30:00,10.95,14911,EIRE,43.8
396495,527393,21843,RED RETROSPOT CAKE STAND,4,2010-10-17 13:30:00,10.95,,EIRE,43.8
401455,527889,21843,RED RETROSPOT CAKE STAND,4,2010-10-19 12:14:00,10.95,14911,EIRE,43.8
413965,528949,21843,RED RETROSPOT CAKE STAND,4,2010-10-25 16:08:00,10.95,14911,EIRE,43.8
1012,489546,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-01 12:30:00,10.75,14156,EIRE,43
15454,490687,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-07 13:49:00,10.75,14911,EIRE,43
40010,492753,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2009-12-18 13:48:00,10.75,14156,EIRE,43
68737,495488,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-01-25 12:19:00,10.75,14911,EIRE,43
101137,498935,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-02-24 10:42:00,10.75,14911,EIRE,43
246287,513203,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-06-23 08:14:00,10.75,14911,EIRE,43
249251,513498,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-06-25 10:22:00,10.75,14911,EIRE,43
255337,514004,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-06-30 09:37:00,10.75,14156,EIRE,43
278163,516464,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-07-20 14:27:00,10.75,14911,EIRE,43
112123,500123,47570B,TEA TIME TABLE CLOTH,4,2010-03-04 14:24:00,10.65,14911,EIRE,42.6
138739,502673,47570,ENGLISH ROSE TABLE CLOTH,4,2010-03-26 09:46:00,10.65,14911,EIRE,42.6
138742,502673,47570B,TEA TIME TABLE CLOTH,4,2010-03-26 09:46:00,10.65,14911,EIRE,42.6
138744,502673,21153,RED SPOTTY TABLECLOTH ,4,2010-03-26 09:46:00,10.65,14911,EIRE,42.6
504345,536540,22355,CHARLOTTE BAG SUKI DESIGN,50,2010-12-01 14:05:00,0.85,14911,EIRE,42.5
