,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Total Cost,Year-Month,MonthName
66147,495304,47580,TEA TIME DES TEA COSY,6,2010-01-22 13:52:00,2.55,14156.0,EIRE,15.299999999999999,2010-01,January
66148,495304,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,2010-01-22 13:52:00,0.85,14156.0,EIRE,10.2,2010-01,January
66149,495304,84509G,FAIRY CAKE PLACEMATS ,4,2010-01-22 13:52:00,3.75,14156.0,EIRE,15.0,2010-01,January
66150,495304,84510B,SET OF 4 FAIRY CAKES COASTERS ,10,2010-01-22 13:52:00,1.25,14156.0,EIRE,12.5,2010-01,January
66151,495304,84991,60 TEATIME FAIRY CAKE CASES,24,2010-01-22 13:52:00,0.55,14156.0,EIRE,13.200000000000001,2010-01,January
66152,495304,47568,ENGLISH ROSE DESIGN PEG BAG,6,2010-01-22 13:52:00,2.1,14156.0,EIRE,12.600000000000001,2010-01,January
66153,495304,47570,ENGLISH ROSE TABLE CLOTH,2,2010-01-22 13:52:00,10.65,14156.0,EIRE,21.3,2010-01,January
66154,495304,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2010-01-22 13:52:00,0.85,14156.0,EIRE,10.2,2010-01,January
66155,495304,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",12,2010-01-22 13:52:00,1.95,14156.0,EIRE,23.4,2010-01,January
66156,495304,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2010-01-22 13:52:00,0.85,14156.0,EIRE,10.2,2010-01,January
66157,495304,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-01-22 13:52:00,1.25,14156.0,EIRE,15.0,2010-01,January
66158,495304,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2010-01-22 13:52:00,2.1,14156.0,EIRE,25.200000000000003,2010-01,January
66159,495304,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-01-22 13:52:00,0.55,14156.0,EIRE,13.200000000000001,2010-01,January
68721,495488,84050,PINK HEART SHAPE EGG FRYING PAN,18,2010-01-25 12:19:00,1.65,14911.0,EIRE,29.7,2010-01,January
68722,495488,84791,GINGHAM HEART DECORATION,6,2010-01-25 12:19:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
68723,495488,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2010-01-25 12:19:00,0.95,14911.0,EIRE,11.399999999999999,2010-01,January
68724,495488,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2010-01-25 12:19:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
68725,495488,21843,RETRO SPOT CAKE STAND,5,2010-01-25 12:19:00,10.95,14911.0,EIRE,54.75,2010-01,January
68726,495488,84912A,PINK ROSE WASHBAG,4,2010-01-25 12:19:00,3.75,14911.0,EIRE,15.0,2010-01,January
68727,495488,48129,DOOR MAT TOPIARY,4,2010-01-25 12:19:00,6.75,14911.0,EIRE,27.0,2010-01,January
68728,495488,48184,DOOR MAT ENGLISH ROSE ,4,2010-01-25 12:19:00,6.75,14911.0,EIRE,27.0,2010-01,January
68729,495488,85016,SET OF 6 VINTAGE NOTELETS KIT,6,2010-01-25 12:19:00,2.55,14911.0,EIRE,15.299999999999999,2010-01,January
68730,495488,90005A,JADE GREEN ENAMEL HAIR COMB,4,2010-01-25 12:19:00,1.95,14911.0,EIRE,7.8,2010-01,January
68732,495488,21485,RED SPOT HEART HOT WATER BOTTLE,6,2010-01-25 12:19:00,4.95,14911.0,EIRE,29.700000000000003,2010-01,January
68733,495488,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-01-25 12:19:00,3.75,14911.0,EIRE,30.0,2010-01,January
68734,495488,84937,KASHMIR FOLKART TUMBLERS,12,2010-01-25 12:19:00,2.1,14911.0,EIRE,25.200000000000003,2010-01,January
68735,495488,82486,WOOD S/3 CABINET ANT WHITE FINISH,8,2010-01-25 12:19:00,7.95,14911.0,EIRE,63.6,2010-01,January
68736,495488,85066,CREAM SWEETHEART MINI CHEST,6,2010-01-25 12:19:00,12.75,14911.0,EIRE,76.5,2010-01,January
68737,495488,37503,TEA TIME CAKE STAND IN GIFT BOX,4,2010-01-25 12:19:00,10.75,14911.0,EIRE,43.0,2010-01,January
68738,495488,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,2,2010-01-25 12:19:00,6.35,14911.0,EIRE,12.7,2010-01,January
68739,495488,20906,VINTAGE NOTEBOOK BEAUTY GIRL,6,2010-01-25 12:19:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
68740,495488,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,2010-01-25 12:19:00,1.25,14911.0,EIRE,15.0,2010-01,January
68741,495488,20993,JAZZ HEARTS MEMO PAD,12,2010-01-25 12:19:00,0.85,14911.0,EIRE,10.2,2010-01,January
68742,495488,22132,RED LOVE HEART SHAPE CUP,24,2010-01-25 12:19:00,0.85,14911.0,EIRE,20.4,2010-01,January
68743,495488,35096A,BLUE VICTORIAN FABRIC HEART BOX,24,2010-01-25 12:19:00,0.42,14911.0,EIRE,10.08,2010-01,January
73265,496008,20770,ABSTRACT CIRCLE JOURNAL ,6,2010-01-28 12:36:00,2.55,14911.0,EIRE,15.299999999999999,2010-01,January
73266,496008,20991,JAZZ HEARTS MAGNETIC MEMO PAD,24,2010-01-28 12:36:00,0.65,14911.0,EIRE,15.600000000000001,2010-01,January
73267,496008,22325,MOBILE VINTAGE HEARTS ,3,2010-01-28 12:36:00,4.95,14911.0,EIRE,14.850000000000001,2010-01,January
73268,496008,84578,ELEPHANT TOY WITH BLUE T-SHIRT,4,2010-01-28 12:36:00,3.75,14911.0,EIRE,15.0,2010-01,January
73269,496008,21788,KIDS RAIN MAC BLUE,24,2010-01-28 12:36:00,0.85,14911.0,EIRE,20.4,2010-01,January
73270,496008,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,2010-01-28 12:36:00,4.95,14911.0,EIRE,14.850000000000001,2010-01,January
73271,496008,20728,LUNCH BAG CARS BLUE,10,2010-01-28 12:36:00,1.65,14911.0,EIRE,16.5,2010-01,January
73272,496008,20725,LUNCH BAG RED SPOTTY,10,2010-01-28 12:36:00,1.65,14911.0,EIRE,16.5,2010-01,January
73273,496008,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2010-01-28 12:36:00,5.45,14911.0,EIRE,16.35,2010-01,January
73274,496008,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2010-01-28 12:36:00,5.45,14911.0,EIRE,16.35,2010-01,January
73275,496008,22332,SKULLS PARTY BAG + STICKER SET,8,2010-01-28 12:36:00,1.65,14911.0,EIRE,13.2,2010-01,January
73276,496008,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-01-28 12:36:00,1.65,14911.0,EIRE,13.2,2010-01,January
73277,496008,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2010-01-28 12:36:00,0.85,14911.0,EIRE,10.2,2010-01,January
73278,496008,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-01-28 12:36:00,0.85,14911.0,EIRE,10.2,2010-01,January
73279,496008,22083,PAPER CHAIN KIT RETRO SPOT,6,2010-01-28 12:36:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
73280,496008,22085,PAPER CHAIN KIT SKULLS ,6,2010-01-28 12:36:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
73281,496008,21204,DAISIES  HONEYCOMB GARLAND ,12,2010-01-28 12:36:00,1.65,14911.0,EIRE,19.799999999999997,2010-01,January
73282,496008,85188A,GREEN METAL SWINGING BUNNY,24,2010-01-28 12:36:00,0.85,14911.0,EIRE,20.4,2010-01,January
73283,496008,85200,BUNNY EGG BOX,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73284,496008,21717,EASTER TIN BUCKET,8,2010-01-28 12:36:00,2.55,14911.0,EIRE,20.4,2010-01,January
73285,496008,22292,"SPRING DEC , HANGING CHICK  YELLOW",24,2010-01-28 12:36:00,1.45,14911.0,EIRE,34.8,2010-01,January
73286,496008,22241,GARLAND WOODEN HAPPY EASTER,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73287,496008,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2010-01-28 12:36:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
73288,496008,21790,VINTAGE SNAP CARDS,12,2010-01-28 12:36:00,0.85,14911.0,EIRE,10.2,2010-01,January
73289,496008,16237,SLEEPING CAT ERASERS,30,2010-01-28 12:36:00,0.21,14911.0,EIRE,6.3,2010-01,January
73290,496008,21945,STRAWBERRIES  DESIGN FLANNEL ,12,2010-01-28 12:36:00,0.85,14911.0,EIRE,10.2,2010-01,January
73291,496008,20693,FLORAL DINOSAUR GREEN,3,2010-01-28 12:36:00,4.25,14911.0,EIRE,12.75,2010-01,January
73292,496008,20703,BLUE PADDED SOFT MOBILE,3,2010-01-28 12:36:00,4.25,14911.0,EIRE,12.75,2010-01,January
73293,496008,22321,BIRD DECORATION RED SPOT,12,2010-01-28 12:36:00,0.85,14911.0,EIRE,10.2,2010-01,January
73294,496008,20699,MOUSEY LONG LEGS SOFT TOY,6,2010-01-28 12:36:00,2.55,14911.0,EIRE,15.299999999999999,2010-01,January
73295,496008,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73296,496008,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73297,496008,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73298,496008,21795,SET OF 3 BLUE STRIPE BASKET,1,2010-01-28 12:36:00,12.75,14911.0,EIRE,12.75,2010-01,January
73299,496008,21190,PINK HEARTS PAPER GARLAND,12,2010-01-28 12:36:00,1.65,14911.0,EIRE,19.799999999999997,2010-01,January
73300,496008,85067,CREAM SWEETHEART WALL CABINET,3,2010-01-28 12:36:00,16.95,14911.0,EIRE,50.849999999999994,2010-01,January
73301,496008,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-01-28 12:36:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
73302,496008,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-01-28 12:36:00,8.5,14911.0,EIRE,17.0,2010-01,January
73303,496008,21333,CLASSIC WHITE FRAME,8,2010-01-28 12:36:00,2.95,14911.0,EIRE,23.6,2010-01,January
73304,496008,22224,WHITE LOVEBIRD LANTERN,12,2010-01-28 12:36:00,2.95,14911.0,EIRE,35.400000000000006,2010-01,January
73305,496008,21688,SILVER PLATE CANDLE BOWL SMALL,6,2010-01-28 12:36:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
73306,496008,20685,RED SPOTTY COIR DOORMAT,2,2010-01-28 12:36:00,6.75,14911.0,EIRE,13.5,2010-01,January
73307,496008,48129,DOOR MAT TOPIARY,2,2010-01-28 12:36:00,6.75,14911.0,EIRE,13.5,2010-01,January
73308,496008,48111,DOOR MAT 3 SMILEY CATS,2,2010-01-28 12:36:00,6.75,14911.0,EIRE,13.5,2010-01,January
73309,496008,72741,GRAND CHOCOLATECANDLE,18,2010-01-28 12:36:00,1.45,14911.0,EIRE,26.099999999999998,2010-01,January
73310,496008,18098C,PORCELAIN BUTTERFLY OIL BURNER,12,2010-01-28 12:36:00,2.95,14911.0,EIRE,35.400000000000006,2010-01,January
73311,496008,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73312,496008,21733,RED HANGING HEART T-LIGHT HOLDER,12,2010-01-28 12:36:00,2.95,14911.0,EIRE,35.400000000000006,2010-01,January
73313,496008,21494,ROTATING LEAVES T-LIGHT HOLDER,12,2010-01-28 12:36:00,2.55,14911.0,EIRE,30.599999999999998,2010-01,January
73314,496008,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2010-01-28 12:36:00,1.25,14911.0,EIRE,15.0,2010-01,January
73315,496008,84270,ASSTD DESIGN BUBBLE GUM RING,30,2010-01-28 12:36:00,0.21,14911.0,EIRE,6.3,2010-01,January
73316,496008,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2010-01-28 12:36:00,4.25,14911.0,EIRE,17.0,2010-01,January
73317,496008,85090,CANDY SPOT APRON,3,2010-01-28 12:36:00,4.65,14911.0,EIRE,13.950000000000001,2010-01,January
73318,496008,21484,CHICK GREY HOT WATER BOTTLE,4,2010-01-28 12:36:00,3.45,14911.0,EIRE,13.8,2010-01,January
73319,496008,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-01-28 12:36:00,3.75,14911.0,EIRE,15.0,2010-01,January
73320,496008,22024,RAINY LADIES BIRTHDAY CARD,12,2010-01-28 12:36:00,0.42,14911.0,EIRE,5.04,2010-01,January
73321,496008,21519,GIN & TONIC DIET GREETING CARD ,12,2010-01-28 12:36:00,0.42,14911.0,EIRE,5.04,2010-01,January
73322,496008,22035,VINTAGE CARAVAN GREETING CARD ,12,2010-01-28 12:36:00,0.42,14911.0,EIRE,5.04,2010-01,January
73323,496008,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-01-28 12:36:00,0.42,14911.0,EIRE,10.5,2010-01,January
73324,496008,22046,TEA PARTY  WRAPPING PAPER ,25,2010-01-28 12:36:00,0.42,14911.0,EIRE,10.5,2010-01,January
73325,496008,20765,CHRYSANTHEMUM SKETCHBOOK ,4,2010-01-28 12:36:00,3.75,14911.0,EIRE,15.0,2010-01,January
73326,496008,20766,GARDEN PATH SKETCHBOOK,4,2010-01-28 12:36:00,3.75,14911.0,EIRE,15.0,2010-01,January
76385,496334,22136,LOVE HEART SOCK HANGER,12,2010-01-31 14:37:00,1.65,14911.0,EIRE,19.799999999999997,2010-01,January
76386,496334,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,6,2010-01-31 14:37:00,2.95,14911.0,EIRE,17.700000000000003,2010-01,January
76387,496334,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-01-31 14:37:00,1.25,14911.0,EIRE,15.0,2010-01,January
76388,496334,22221,CAKE STAND LOVEBIRD 2 TIER PINK,4,2010-01-31 14:37:00,9.95,14911.0,EIRE,39.8,2010-01,January
76389,496334,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,2010-01-31 14:37:00,1.95,14911.0,EIRE,23.4,2010-01,January
76390,496334,22415,WHITE TISSUE REAM,2,2010-01-31 14:37:00,7.95,14911.0,EIRE,15.9,2010-01,January
76391,496334,21181,PLEASE ONE PERSON  METAL SIGN,24,2010-01-31 14:37:00,2.1,14911.0,EIRE,50.400000000000006,2010-01,January
76392,496334,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2010-01-31 14:37:00,2.1,14911.0,EIRE,25.200000000000003,2010-01,January
76393,496334,47559B,TEA TIME OVEN GLOVE,10,2010-01-31 14:37:00,1.25,14911.0,EIRE,12.5,2010-01,January
76394,496334,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-01-31 14:37:00,1.95,14911.0,EIRE,23.4,2010-01,January
76395,496334,21486,PINK HEART DOTS HOT WATER BOTTLE,24,2010-01-31 14:37:00,3.39,14911.0,EIRE,81.36,2010-01,January
76396,496334,22110,BIRD HOUSE HOT WATER BOTTLE,36,2010-01-31 14:37:00,2.95,14911.0,EIRE,106.2,2010-01,January
76397,496334,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,36,2010-01-31 14:37:00,2.55,14911.0,EIRE,91.8,2010-01,January
76398,496334,22244,"HOOK, 3 HANGER ,MAGIC GARDEN",24,2010-01-31 14:37:00,1.95,14911.0,EIRE,46.8,2010-01,January
76399,496334,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",24,2010-01-31 14:37:00,1.65,14911.0,EIRE,39.599999999999994,2010-01,January
76400,496334,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",24,2010-01-31 14:37:00,0.85,14911.0,EIRE,20.4,2010-01,January
76401,496334,45008C,DECORATIVE NET CANOPY CREAM,20,2010-01-31 14:37:00,7.16,14911.0,EIRE,143.2,2010-01,January
76402,496334,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,24,2010-01-31 14:37:00,1.69,14911.0,EIRE,40.56,2010-01,January
76403,496334,20707,CRAZY DAISY HEART DECORATION,96,2010-01-31 14:37:00,1.06,14911.0,EIRE,101.76,2010-01,January
76404,496334,20984,12 PENCILS TALL TUBE POSY,48,2010-01-31 14:37:00,0.85,14911.0,EIRE,40.8,2010-01,January
76405,496334,21156,RED SPOTTY CHILDS APRON,16,2010-01-31 14:37:00,1.95,14911.0,EIRE,31.2,2010-01,January
76406,496334,84991,60 TEATIME FAIRY CAKE CASES,24,2010-01-31 14:37:00,0.55,14911.0,EIRE,13.200000000000001,2010-01,January
76407,496334,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-01-31 14:37:00,0.55,14911.0,EIRE,13.200000000000001,2010-01,January
76408,496334,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-01-31 14:37:00,0.55,14911.0,EIRE,13.200000000000001,2010-01,January
78353,496510,84461,12 PINK HEN+CHICKS IN BASKET,6,2010-02-02 10:47:00,2.55,14016.0,EIRE,15.299999999999999,2010-02,February
78354,496510,22270,HAPPY EASTER HANGING DECORATION,4,2010-02-02 10:47:00,3.75,14016.0,EIRE,15.0,2010-02,February
78355,496510,22264,FELT FARM ANIMAL WHITE BUNNY ,24,2010-02-02 10:47:00,0.85,14016.0,EIRE,20.4,2010-02,February
78356,496510,21923,RED/CREAM STRIPE FRINGE HAMMOCK,2,2010-02-02 10:47:00,7.95,14016.0,EIRE,15.9,2010-02,February
78357,496510,21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2,2010-02-02 10:47:00,7.95,14016.0,EIRE,15.9,2010-02,February
78358,496510,21894,POTTING SHED SEED ENVELOPES,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78359,496510,48116,DOOR MAT MULTICOLOUR STRIPE,10,2010-02-02 10:47:00,5.95,14016.0,EIRE,59.5,2010-02,February
78360,496510,77081,FLOWER WINDMILL,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78361,496510,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2010-02-02 10:47:00,2.1,14016.0,EIRE,12.600000000000001,2010-02,February
78362,496510,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78363,496510,22079,RIBBON REEL HEARTS DESIGN ,10,2010-02-02 10:47:00,1.65,14016.0,EIRE,16.5,2010-02,February
78364,496510,22078,RIBBON REEL LACE DESIGN ,10,2010-02-02 10:47:00,2.1,14016.0,EIRE,21.0,2010-02,February
78365,496510,22080,RIBBON REEL SPOTS DESIGN ,10,2010-02-02 10:47:00,1.65,14016.0,EIRE,16.5,2010-02,February
78366,496510,22082,RIBBON REEL STRIPES DESIGN ,10,2010-02-02 10:47:00,1.65,14016.0,EIRE,16.5,2010-02,February
78367,496510,85049B,LUSH GREENS RIBBONS,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78368,496510,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-02-02 10:47:00,0.85,14016.0,EIRE,10.2,2010-02,February
78369,496510,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-02-02 10:47:00,1.95,14016.0,EIRE,15.6,2010-02,February
78370,496510,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-02-02 10:47:00,1.45,14016.0,EIRE,17.4,2010-02,February
78371,496510,85206A,CREAM FELT EASTER EGG BASKET,6,2010-02-02 10:47:00,1.65,14016.0,EIRE,9.899999999999999,2010-02,February
78372,496510,85206B,PINK FELT EASTER EGG BASKET,6,2010-02-02 10:47:00,1.65,14016.0,EIRE,9.899999999999999,2010-02,February
78373,496510,21439,BASKET OF TOADSTOOLS,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78374,496510,21454,PAINTED PINK RABBIT ,12,2010-02-02 10:47:00,0.85,14016.0,EIRE,10.2,2010-02,February
78375,496510,84218,BOX/12 CHICK & EGG IN BASKET,6,2010-02-02 10:47:00,1.95,14016.0,EIRE,11.7,2010-02,February
78376,496510,84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,5,2010-02-02 10:47:00,2.55,14016.0,EIRE,12.75,2010-02,February
78377,496510,84228,HEN HOUSE W CHICK STANDING,24,2010-02-02 10:47:00,0.42,14016.0,EIRE,10.08,2010-02,February
78378,496510,84462,3 PINK HEN+CHICKS IN BASKET,60,2010-02-02 10:47:00,1.06,14016.0,EIRE,63.6,2010-02,February
78379,496510,85196,EASTER BUNNIES ON A STICK,24,2010-02-02 10:47:00,0.55,14016.0,EIRE,13.200000000000001,2010-02,February
78380,496510,22146,EASTER CRAFT IVY WREATH WITH CHICK,12,2010-02-02 10:47:00,1.95,14016.0,EIRE,23.4,2010-02,February
78381,496510,22148,EASTER CRAFT 4 CHICKS ,24,2010-02-02 10:47:00,1.95,14016.0,EIRE,46.8,2010-02,February
78382,496510,22254,FELT TOADSTOOL LARGE,12,2010-02-02 10:47:00,1.25,14016.0,EIRE,15.0,2010-02,February
78383,496510,21389,IVORY HANGING DECORATION  BIRD,12,2010-02-02 10:47:00,0.85,14016.0,EIRE,10.2,2010-02,February
78384,496510,21437,24 HANGING EASTER EGGS FLORAL TUB,8,2010-02-02 10:47:00,3.75,14016.0,EIRE,30.0,2010-02,February
78385,496510,21438,TUB 24 HANGING EASTER EGGS SPOTTY,12,2010-02-02 10:47:00,3.75,14016.0,EIRE,45.0,2010-02,February
78386,496510,22265,EASTER DECORATION NATURAL CHICK,24,2010-02-02 10:47:00,0.65,14016.0,EIRE,15.600000000000001,2010-02,February
78387,496510,22284,HEN HOUSE DECORATION,12,2010-02-02 10:47:00,1.65,14016.0,EIRE,19.799999999999997,2010-02,February
78822,496564,22027,TEA PARTY BIRTHDAY CARD,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78823,496564,22023,EMPIRE BIRTHDAY CARD,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78824,496564,21508,VINTAGE KID DOLLY CARD ,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78825,496564,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78826,496564,22025,RING OF ROSES BIRTHDAY CARD,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78827,496564,22046,TEA PARTY  WRAPPING PAPER ,25,2010-02-02 13:33:00,0.42,14911.0,EIRE,10.5,2010-02,February
78828,496564,16169N,WRAP BLUE RUSSIAN FOLKART,25,2010-02-02 13:33:00,0.42,14911.0,EIRE,10.5,2010-02,February
78829,496564,21561,DINOSAUR LUNCHBOX WITH CUTLERY,6,2010-02-02 13:33:00,2.55,14911.0,EIRE,15.299999999999999,2010-02,February
78830,496564,22367,CHILDS APRON SPACEBOY DESIGN,8,2010-02-02 13:33:00,1.95,14911.0,EIRE,15.6,2010-02,February
78831,496564,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-02-02 13:33:00,1.95,14911.0,EIRE,19.5,2010-02,February
78832,496564,20713,JUMBO BAG OWLS,10,2010-02-02 13:33:00,1.95,14911.0,EIRE,19.5,2010-02,February
78833,496564,21931,JUMBO STORAGE BAG SUKI,10,2010-02-02 13:33:00,1.95,14911.0,EIRE,19.5,2010-02,February
78834,496564,20711,JUMBO BAG TOYS ,10,2010-02-02 13:33:00,1.95,14911.0,EIRE,19.5,2010-02,February
78835,496564,22029,SPACE BOY BIRTHDAY CARD,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78836,496564,22048,BIRTHDAY BANQUET GIFT WRAP,25,2010-02-02 13:33:00,0.42,14911.0,EIRE,10.5,2010-02,February
78837,496564,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-02-02 13:33:00,0.42,14911.0,EIRE,10.5,2010-02,February
78838,496564,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-02-02 13:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-02,February
78839,496564,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-02-02 13:33:00,1.25,14911.0,EIRE,30.0,2010-02,February
78840,496564,21563,RED HEART SHAPE LOVE BUCKET ,6,2010-02-02 13:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-02,February
78841,496564,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2010-02-02 13:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-02,February
78842,496564,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,2010-02-02 13:33:00,1.95,14911.0,EIRE,23.4,2010-02,February
78843,496564,21733,RED HANGING HEART T-LIGHT HOLDER,12,2010-02-02 13:33:00,2.95,14911.0,EIRE,35.400000000000006,2010-02,February
78844,496564,22136,LOVE HEART SOCK HANGER,12,2010-02-02 13:33:00,1.65,14911.0,EIRE,19.799999999999997,2010-02,February
78845,496564,22135,LADLE LOVE HEART PINK,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78846,496564,22196,SMALL HEART MEASURING SPOONS,12,2010-02-02 13:33:00,0.85,14911.0,EIRE,10.2,2010-02,February
78847,496564,22134,LADLE LOVE HEART RED ,12,2010-02-02 13:33:00,0.42,14911.0,EIRE,5.04,2010-02,February
78848,496564,22195,LARGE HEART MEASURING SPOONS,12,2010-02-02 13:33:00,1.65,14911.0,EIRE,19.799999999999997,2010-02,February
78849,496564,22132,RED LOVE HEART SHAPE CUP,12,2010-02-02 13:33:00,0.85,14911.0,EIRE,10.2,2010-02,February
78850,496564,22133,PINK LOVE HEART SHAPE CUP,12,2010-02-02 13:33:00,0.85,14911.0,EIRE,10.2,2010-02,February
78851,496564,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2010-02-02 13:33:00,1.45,14911.0,EIRE,17.4,2010-02,February
78852,496564,22088,PAPER BUNTING COLOURED LACE,6,2010-02-02 13:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-02,February
78853,496564,22090,PAPER BUNTING RETRO SPOTS,6,2010-02-02 13:33:00,2.95,14911.0,EIRE,17.700000000000003,2010-02,February
78854,496564,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,6,2010-02-02 13:33:00,2.55,14911.0,EIRE,15.299999999999999,2010-02,February
78855,496564,22179,SET 10 LIGHTS NIGHT OWL,4,2010-02-02 13:33:00,6.75,14911.0,EIRE,27.0,2010-02,February
78856,496564,20977,36 PENCILS TUBE WOODLAND,16,2010-02-02 13:33:00,1.25,14911.0,EIRE,20.0,2010-02,February
78857,496564,20978,36 PENCILS TUBE SKULLS,16,2010-02-02 13:33:00,1.25,14911.0,EIRE,20.0,2010-02,February
78858,496564,21912,VINTAGE SNAKES & LADDERS,4,2010-02-02 13:33:00,3.75,14911.0,EIRE,15.0,2010-02,February
78859,496564,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2010-02-02 13:33:00,3.75,14911.0,EIRE,15.0,2010-02,February
78860,496564,21888,BINGO SET,4,2010-02-02 13:33:00,3.75,14911.0,EIRE,15.0,2010-02,February
78861,496564,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-02-02 13:33:00,1.25,14911.0,EIRE,15.0,2010-02,February
